speed,tension,temperature,load,vibration,motor_current,acoustic,em_signal,damage_risk,failure_within_30d,damage_type,severity,health_grade,tension_speed_ratio,temp_load_ratio,vibration_current_ratio
2.59,95.34,46.76,2959.0,8.64,234.01,63.54,0.496,48.97,1,splice_wear,medium,C,36.79,15.8,3.69
5.28,82.54,35.96,1841.0,5.33,181.54,66.27,0.354,9.42,0,none,low,A,15.64,19.53,2.94
3.07,76.58,43.63,2856.0,2.77,214.69,50.42,0.238,11.81,0,none,low,B,24.96,15.28,1.29
5.39,87.42,39.86,2521.0,1.8,179.77,60.47,0.377,20.41,0,none,low,B,16.23,15.81,1.0
4.08,72.07,30.25,2440.0,3.65,171.12,59.78,0.311,7.48,0,none,low,A,17.64,12.39,2.13
3.59,109.13,55.74,3816.0,5.29,235.3,70.11,0.498,54.17,1,abrasion,medium,C,30.41,14.61,2.25
3.97,85.67,40.18,3422.0,1.93,178.1,58.17,0.36,23.23,0,none,low,B,21.59,11.74,1.09
3.17,80.54,36.68,3473.0,3.16,174.46,53.4,0.219,20.54,0,none,low,B,25.42,10.56,1.81
3.79,94.16,31.37,2985.0,2.78,196.54,47.29,0.192,12.52,0,none,low,B,24.84,10.51,1.42
4.35,75.49,42.3,3309.0,1.43,167.33,64.42,0.289,1.97,0,none,low,A,17.34,12.79,0.85
3.52,74.98,48.69,3023.0,4.48,169.11,47.73,0.361,0.15,0,none,low,A,21.27,16.11,2.65
3.69,84.26,33.51,2122.0,5.25,198.26,48.35,0.318,5.19,0,none,low,A,22.81,15.79,2.65
4.62,76.8,36.45,2968.0,5.69,192.34,45.23,0.202,9.97,0,none,low,A,16.64,12.28,2.96
4.09,85.82,30.66,2045.0,3.54,175.25,67.79,0.229,21.74,0,none,low,B,20.98,14.99,2.02
0.62,128.43,63.22,841.0,12.73,263.62,78.68,0.644,69.44,1,splice_failure,high,F,208.07,75.15,4.83
0.92,109.8,64.31,1522.0,15.41,272.2,85.79,0.845,76.01,1,splice_failure,high,D,119.39,42.27,5.66
4.12,89.75,45.65,2939.0,1.11,195.19,62.19,0.233,23.62,0,none,low,B,21.79,15.53,0.57
0.66,119.57,82.79,1255.0,16.54,271.92,86.4,0.824,85.76,1,bearing_failure,high,F,182.25,65.95,6.08
4.35,93.18,48.5,2525.0,2.53,186.77,49.29,0.291,12.5,0,none,low,B,21.41,19.21,1.35
3.49,81.99,47.53,2633.0,4.41,177.12,58.14,0.234,16.48,0,none,low,B,23.47,18.05,2.49
4.23,77.4,35.18,3422.0,1.91,174.9,56.73,0.359,10.42,0,none,low,B,18.28,10.28,1.09
1.28,111.78,68.91,1799.0,9.4,271.59,88.59,0.783,76.58,1,bearing_failure,high,F,87.67,38.3,3.46
4.67,81.18,48.55,3208.0,1.51,160.52,60.55,0.169,19.78,0,none,low,B,17.39,15.13,0.94
3.57,81.97,36.93,3246.0,1.16,221.67,60.0,0.321,0.07,0,none,low,A,22.93,11.38,0.52
4.47,83.43,45.29,2612.0,5.29,168.61,63.54,0.154,20.33,0,none,low,B,18.66,17.34,3.13
3.56,104.75,46.59,2988.0,6.8,252.35,75.78,0.51,47.95,1,splice_wear,low,C,29.43,15.59,2.7
4.38,93.45,43.93,2602.0,4.85,179.67,61.8,0.223,6.99,0,none,low,A,21.32,16.88,2.7
4.72,81.48,40.44,2888.0,4.84,221.65,53.15,0.385,15.93,0,none,low,B,17.27,14.0,2.18
1.01,102.14,78.16,1413.0,15.32,283.38,81.24,0.643,87.76,1,splice_failure,high,F,100.74,55.3,5.41
4.05,92.87,51.57,2216.0,9.68,217.46,69.37,0.417,58.6,0,edge_damage,medium,C,22.94,23.27,4.45
3.26,107.43,63.26,3510.0,6.14,253.3,66.98,0.473,54.1,0,splice_wear,medium,C,32.99,18.02,2.42
4.23,85.47,29.44,2910.0,3.72,192.06,51.72,0.278,0.69,0,none,low,A,20.18,10.12,1.94
4.83,78.05,35.63,1917.0,3.23,154.16,51.91,0.258,11.64,0,none,low,B,16.14,18.59,2.09
3.27,100.11,48.81,3753.0,7.86,211.53,74.28,0.31,59.39,1,splice_wear,medium,C,30.58,13.01,3.72
3.54,76.99,33.3,2495.0,5.72,185.53,60.22,0.307,21.79,0,none,low,B,21.76,13.35,3.08
4.01,89.62,45.93,3355.0,4.51,169.61,56.63,0.11,16.17,0,none,low,B,22.34,13.69,2.66
4.67,93.25,43.12,2141.0,1.99,218.37,49.47,0.148,5.17,0,none,low,A,19.98,20.14,0.91
3.31,93.45,49.26,3448.0,1.2,225.7,67.94,0.383,16.77,0,none,low,B,28.23,14.29,0.53
4.25,86.79,51.35,3982.0,7.11,207.87,77.45,0.595,31.55,1,splice_wear,low,C,20.43,12.9,3.42
3.66,71.12,33.9,1608.0,5.62,202.94,65.39,0.315,3.28,0,none,low,A,19.45,21.09,2.77
1.37,103.35,77.6,1674.0,17.07,253.69,77.83,0.799,83.53,0,joint_rupture,critical,D,75.42,46.36,6.73
4.5,83.9,36.9,2358.0,2.13,186.47,66.92,0.355,3.63,0,none,low,A,18.63,15.65,1.14
5.33,83.17,39.83,3061.0,2.57,188.55,67.28,0.302,3.84,0,none,low,A,15.59,13.01,1.36
3.51,89.17,34.5,1543.0,5.72,163.58,45.22,0.171,5.88,0,none,low,A,25.4,22.36,3.5
5.3,91.98,38.05,2322.0,3.78,169.48,46.2,0.382,4.67,0,none,low,A,17.35,16.39,2.23
4.18,82.29,28.41,1796.0,2.89,204.7,50.25,0.227,13.93,0,none,low,B,19.68,15.82,1.41
2.77,99.68,59.93,2220.0,7.12,201.07,60.6,0.445,35.44,1,edge_damage,medium,C,36.02,27.0,3.54
4.02,82.43,28.89,3286.0,5.99,164.52,47.77,0.143,16.53,0,none,low,B,20.51,8.79,3.64
5.12,88.8,37.89,2726.0,4.44,191.02,55.94,0.294,13.94,0,none,low,B,17.34,13.9,2.33
4.53,87.98,42.14,2539.0,4.41,185.96,50.56,0.1,14.0,0,none,low,B,19.41,16.59,2.37
5.43,79.04,36.67,1904.0,1.35,211.82,50.74,0.283,17.19,0,none,low,B,14.56,19.26,0.64
5.19,81.09,34.27,3292.0,5.31,163.12,45.6,0.127,7.16,0,none,low,A,15.62,10.41,3.25
1.43,126.66,71.33,1178.0,17.47,309.47,91.87,0.756,90.0,0,bearing_failure,critical,D,88.38,60.54,5.65
4.22,91.58,37.87,2227.0,5.97,195.7,55.87,0.249,20.23,0,none,low,B,21.72,17.0,3.05
3.97,88.9,29.61,3230.0,3.15,196.5,62.42,0.18,22.26,0,none,low,B,22.38,9.16,1.6
4.37,85.03,62.88,2622.0,6.56,213.69,65.71,0.364,56.71,1,edge_damage,low,C,19.44,23.98,3.07
2.94,113.42,64.08,3981.0,9.04,211.29,63.82,0.402,36.13,1,splice_wear,low,C,38.58,16.1,4.28
4.32,109.84,48.27,3742.0,6.36,204.85,71.82,0.496,28.32,0,abrasion,medium,C,25.43,12.9,3.11
3.81,84.43,42.88,3027.0,2.59,161.67,66.96,0.123,2.4,0,none,low,A,22.14,14.17,1.6
5.05,89.36,48.63,1783.0,2.88,172.57,64.8,0.247,0.67,0,none,low,A,17.7,27.27,1.67
3.56,111.81,50.13,2481.0,6.32,220.29,61.93,0.509,32.26,1,edge_damage,medium,C,31.39,20.21,2.87
3.74,89.21,37.41,3139.0,4.92,224.36,62.4,0.116,20.93,0,none,low,B,23.84,11.92,2.19
0.81,118.4,64.99,1115.0,15.71,318.44,86.9,0.925,60.34,0,bearing_failure,critical,D,145.6,58.28,4.93
3.99,76.79,34.42,1747.0,5.03,150.74,52.19,0.152,14.73,0,none,low,B,19.25,19.71,3.34
3.65,82.21,42.36,1743.0,1.88,169.77,67.4,0.219,14.97,0,none,low,B,22.54,24.31,1.11
4.23,71.85,28.76,2437.0,2.99,160.95,60.81,0.398,9.89,0,none,low,A,17.0,11.8,1.86
5.41,90.79,38.2,2975.0,1.64,190.97,51.42,0.148,10.66,0,none,low,B,16.79,12.84,0.86
4.75,81.41,39.69,1793.0,1.7,196.67,67.66,0.129,7.14,0,none,low,A,17.15,22.14,0.86
4.25,100.73,53.17,2619.0,6.49,218.35,75.93,0.517,48.44,1,edge_damage,low,C,23.69,20.3,2.97
4.15,89.56,34.8,2786.0,5.41,182.17,46.53,0.255,8.65,0,none,low,A,21.58,12.49,2.97
5.38,82.14,38.26,2809.0,1.52,170.28,66.14,0.301,0.34,0,none,low,A,15.27,13.62,0.89
4.71,89.11,46.48,2084.0,5.66,194.24,61.02,0.279,3.07,0,none,low,A,18.93,22.3,2.91
3.01,109.41,57.37,3676.0,7.58,222.62,76.59,0.311,54.96,0,edge_damage,low,C,36.35,15.61,3.4
4.45,92.2,38.42,2993.0,5.02,208.92,66.28,0.234,4.33,0,none,low,A,20.72,12.84,2.4
3.62,73.58,40.27,1870.0,1.19,152.88,64.13,0.277,8.95,0,none,low,A,20.35,21.54,0.78
4.46,103.49,48.67,3358.0,8.82,225.76,75.51,0.345,34.76,0,abrasion,medium,C,23.2,14.49,3.91
5.29,71.95,37.4,2565.0,5.49,229.82,62.33,0.391,19.68,0,none,low,B,13.59,14.58,2.39
0.7,112.06,76.16,1221.0,11.46,290.42,93.67,0.517,89.23,1,bearing_failure,high,D,160.22,62.39,3.95
4.71,70.67,47.78,2176.0,4.72,210.78,59.96,0.218,15.21,0,none,low,B,15.0,21.96,2.24
4.9,72.49,36.73,1707.0,5.19,194.02,60.89,0.305,21.04,0,none,low,B,14.78,21.51,2.67
4.65,84.38,28.68,1903.0,2.34,155.8,53.16,0.108,13.83,0,none,low,B,18.15,15.07,1.5
3.72,92.76,39.06,2038.0,3.99,166.13,46.71,0.106,23.79,0,none,low,B,24.95,19.17,2.4
2.95,127.95,78.42,1633.0,12.03,257.28,86.47,0.788,96.19,1,joint_rupture,critical,F,43.34,48.03,4.68
3.88,75.42,40.88,2196.0,4.29,151.25,46.48,0.13,10.47,0,none,low,B,19.45,18.61,2.83
1.11,117.23,79.21,1147.0,12.68,286.68,77.7,0.513,65.81,1,splice_failure,high,F,105.42,69.08,4.42
5.33,72.76,41.96,2845.0,4.4,171.23,52.6,0.265,4.99,0,none,low,A,13.64,14.75,2.57
4.41,81.63,42.45,1793.0,5.2,161.7,65.5,0.235,13.75,0,none,low,B,18.53,23.67,3.22
2.86,98.37,49.89,3056.0,6.38,251.87,70.93,0.3,53.19,0,abrasion,low,C,34.35,16.33,2.53
4.58,81.05,41.83,1794.0,5.85,208.37,50.75,0.317,14.38,0,none,low,B,17.71,23.32,2.81
3.45,71.03,45.8,2603.0,2.58,160.11,56.13,0.258,17.55,0,none,low,B,20.62,17.59,1.61
3.31,96.1,61.54,2313.0,6.72,243.5,60.28,0.387,47.45,0,abrasion,medium,C,29.01,26.61,2.76
4.06,72.65,48.64,1589.0,4.75,155.71,55.75,0.153,3.53,0,none,low,A,17.92,30.62,3.05
4.13,82.89,30.93,3459.0,2.29,186.71,49.97,0.248,18.9,0,none,low,B,20.06,8.94,1.23
3.71,76.21,44.7,1736.0,2.85,162.12,50.93,0.146,22.17,0,none,low,B,20.52,25.74,1.76
1.06,115.31,73.02,1508.0,9.54,318.1,84.31,0.963,60.37,1,joint_rupture,high,D,108.67,48.41,3.0
2.7,118.2,81.52,818.0,9.97,256.48,89.25,0.535,78.86,1,splice_failure,high,F,43.76,99.59,3.89
3.33,73.17,45.94,3337.0,4.89,228.13,49.98,0.142,13.02,0,none,low,B,21.97,13.77,2.14
4.49,103.07,64.58,2730.0,7.29,245.14,74.27,0.37,57.54,1,splice_wear,low,C,22.95,23.65,2.97
4.22,90.33,30.17,1639.0,1.77,211.15,61.65,0.27,11.71,0,none,low,B,21.39,18.41,0.84
2.53,124.4,76.07,1350.0,16.78,314.82,75.48,0.526,96.43,1,bearing_failure,high,F,49.17,56.36,5.33
3.34,84.13,41.83,3216.0,3.75,182.86,64.28,0.394,16.13,0,none,low,B,25.17,13.01,2.05
2.22,120.65,77.62,1185.0,14.18,291.59,81.3,0.675,88.97,1,bearing_failure,critical,D,54.24,65.49,4.86
3.44,90.16,47.55,3203.0,3.17,210.69,47.24,0.112,18.83,0,none,low,B,26.22,14.85,1.5
5.49,72.43,46.82,2460.0,5.14,215.37,66.07,0.189,23.74,0,none,low,B,13.2,19.03,2.38
3.2,80.79,46.22,2447.0,5.15,208.37,49.82,0.385,1.52,0,none,low,A,25.21,18.89,2.47
3.5,97.67,48.44,2716.0,5.96,212.23,63.37,0.447,52.93,0,splice_wear,low,C,27.9,17.83,2.81
4.67,81.24,43.17,1639.0,5.3,212.22,50.64,0.33,0.32,0,none,low,A,17.4,26.33,2.5
3.16,89.51,44.63,3127.0,1.02,190.1,61.21,0.147,16.24,0,none,low,B,28.3,14.27,0.54
3.45,81.89,42.38,1792.0,1.93,166.36,50.49,0.168,9.88,0,none,low,A,23.71,23.65,1.16
4.1,89.4,43.82,1753.0,1.24,220.24,46.84,0.145,0.55,0,none,low,A,21.83,25.0,0.56
4.46,94.67,47.51,2322.0,2.86,173.75,48.51,0.141,3.31,0,none,low,A,21.25,20.46,1.64
3.6,77.67,49.15,2657.0,5.94,179.8,55.53,0.197,4.57,0,none,low,A,21.57,18.5,3.3
5.36,94.67,28.99,1801.0,3.12,164.91,53.37,0.139,11.41,0,none,low,B,17.65,16.1,1.89
3.88,72.36,37.42,3467.0,2.64,220.11,64.39,0.386,19.75,0,none,low,B,18.65,10.79,1.2
5.14,71.89,38.18,3479.0,4.85,226.97,62.93,0.362,17.66,0,none,low,B,13.98,10.98,2.14
2.81,124.75,81.1,1608.0,11.74,252.49,93.71,0.793,71.33,0,bearing_failure,critical,D,44.39,50.45,4.65
1.22,122.07,79.39,1771.0,14.14,250.74,90.23,0.553,64.44,1,bearing_failure,critical,D,100.08,44.84,5.64
3.1,80.75,29.39,3078.0,3.65,152.32,45.93,0.284,20.15,0,none,low,B,26.09,9.55,2.39
4.39,90.0,41.43,1950.0,4.07,200.26,61.88,0.286,24.23,0,none,low,B,20.52,21.25,2.03
5.38,83.46,42.78,1699.0,2.9,211.55,61.26,0.112,13.66,0,none,low,B,15.52,25.18,1.37
5.49,92.43,28.46,3217.0,5.6,178.28,61.55,0.233,16.38,0,none,low,B,16.84,8.85,3.14
3.81,80.61,31.2,3162.0,2.74,182.01,65.56,0.249,13.61,0,none,low,B,21.18,9.87,1.51
0.92,114.2,84.28,1247.0,12.34,263.65,77.29,0.87,89.26,1,joint_rupture,high,D,123.63,67.6,4.68
2.54,125.56,75.65,1907.0,9.32,303.67,88.41,0.525,80.67,1,splice_failure,critical,D,49.41,39.67,3.07
1.16,106.39,62.01,1474.0,9.12,278.83,76.47,0.703,61.52,1,joint_rupture,high,F,92.08,42.07,3.27
3.89,75.89,33.38,2733.0,2.59,204.17,66.8,0.292,18.79,0,none,low,B,19.52,12.21,1.27
2.53,86.65,50.64,3379.0,9.53,257.53,60.47,0.597,36.29,1,edge_damage,low,C,34.25,14.99,3.7
3.95,91.47,32.86,1808.0,5.55,225.07,45.29,0.318,7.73,0,none,low,A,23.18,18.17,2.47
4.17,80.67,39.33,2665.0,3.33,206.13,61.53,0.232,3.56,0,none,low,A,19.33,14.76,1.61
4.93,85.95,40.94,1959.0,4.23,176.79,66.15,0.296,6.95,0,none,low,A,17.43,20.9,2.39
5.12,78.39,39.56,2859.0,4.77,163.91,58.0,0.374,24.21,0,none,low,B,15.32,13.84,2.91
5.46,84.27,37.74,2603.0,1.58,182.14,55.54,0.355,18.97,0,none,low,B,15.44,14.5,0.87
3.87,74.68,35.65,2860.0,2.32,184.15,53.9,0.33,22.09,0,none,low,B,19.31,12.47,1.26
3.85,80.83,31.15,1836.0,1.82,160.45,49.13,0.161,2.8,0,none,low,A,20.97,16.97,1.14
5.48,91.98,29.0,2346.0,5.3,160.77,64.5,0.278,23.28,0,none,low,B,16.8,12.36,3.29
2.14,106.39,62.92,1298.0,10.68,257.17,81.05,0.93,60.65,1,splice_failure,critical,F,49.61,48.46,4.15
1.78,121.26,69.77,1810.0,15.09,298.85,85.72,0.943,69.58,1,bearing_failure,critical,F,67.94,38.56,5.05
4.47,86.98,31.1,2388.0,2.63,154.53,64.16,0.114,16.33,0,none,low,B,19.46,13.03,1.7
3.48,86.68,40.64,2131.0,3.56,169.7,64.87,0.194,6.13,0,none,low,A,24.9,19.08,2.1
3.04,96.26,62.64,3901.0,8.58,229.55,71.53,0.424,35.46,1,abrasion,medium,C,31.71,16.06,3.74
5.25,88.08,28.64,1546.0,3.58,188.74,55.19,0.191,24.67,0,none,low,B,16.78,18.52,1.9
4.23,80.12,31.75,1905.0,5.59,218.66,49.58,0.363,5.23,0,none,low,A,18.96,16.66,2.56
3.2,92.01,29.13,2610.0,4.9,159.35,54.3,0.113,17.07,0,none,low,B,28.72,11.16,3.07
4.4,93.32,34.73,1597.0,4.38,212.95,67.03,0.147,9.8,0,none,low,A,21.22,21.74,2.06
2.06,108.08,67.1,949.0,17.3,262.11,86.46,0.792,74.05,1,tear,high,D,52.42,70.72,6.6
4.18,76.72,29.23,2317.0,1.26,194.04,52.07,0.26,3.36,0,none,low,A,18.36,12.61,0.65
0.97,110.3,75.34,915.0,12.19,267.58,93.31,0.926,82.03,1,joint_rupture,high,F,113.13,82.35,4.56
3.27,94.1,40.61,1802.0,2.56,214.02,57.03,0.156,2.57,0,none,low,A,28.81,22.54,1.19
3.84,86.4,48.36,1995.0,5.28,223.64,65.75,0.386,21.05,0,none,low,B,22.48,24.23,2.36
4.02,82.29,47.2,2103.0,1.8,161.27,64.02,0.328,12.44,0,none,low,B,20.45,22.45,1.11
4.69,70.96,40.5,2297.0,5.89,190.6,57.7,0.314,12.11,0,none,low,B,15.12,17.63,3.09
4.34,93.61,37.02,2859.0,5.89,216.39,60.16,0.321,23.41,0,none,low,B,21.55,12.95,2.72
2.06,111.54,63.33,1263.0,17.49,312.29,85.47,0.769,71.74,1,bearing_failure,high,F,54.04,50.16,5.6
3.53,90.92,34.38,1873.0,3.03,208.44,67.21,0.343,23.51,0,none,low,B,25.78,18.35,1.45
3.18,83.94,34.39,3156.0,4.36,227.66,50.86,0.246,12.53,0,none,low,B,26.41,10.9,1.92
4.48,81.08,37.83,2225.0,1.08,191.77,52.71,0.1,7.7,0,none,low,A,18.12,17.0,0.57
3.98,73.3,39.17,2885.0,4.15,214.3,55.4,0.256,20.26,0,none,low,B,18.4,13.58,1.94
4.75,80.87,37.19,3020.0,1.87,177.09,50.16,0.208,5.76,0,none,low,A,17.01,12.31,1.06
5.0,89.67,36.02,3478.0,3.97,181.95,64.22,0.319,18.73,0,none,low,B,17.95,10.36,2.18
4.17,91.55,39.09,2867.0,3.94,217.39,51.54,0.273,3.08,0,none,low,A,21.95,13.63,1.81
4.83,71.07,42.87,2329.0,1.62,183.59,49.47,0.225,9.61,0,none,low,A,14.71,18.4,0.88
2.02,100.68,83.28,1623.0,9.31,307.32,79.01,0.79,77.73,1,splice_failure,critical,F,49.9,51.29,3.03
2.91,93.43,56.29,2148.0,7.41,253.74,63.39,0.399,38.86,0,edge_damage,medium,C,32.14,26.21,2.92
3.4,71.92,32.51,2931.0,5.04,186.2,56.65,0.11,1.73,0,none,low,A,21.15,11.09,2.71
4.36,88.49,41.31,2284.0,1.59,212.46,53.37,0.321,12.82,0,none,low,B,20.3,18.08,0.75
2.8,116.05,72.79,1119.0,17.42,282.05,77.55,0.716,64.83,1,joint_rupture,critical,F,41.41,65.06,6.18
2.78,125.0,77.19,1227.0,11.17,265.57,94.04,0.979,87.54,1,tear,high,D,44.94,62.89,4.21
4.13,77.52,40.57,1800.0,4.92,176.6,58.6,0.315,22.23,0,none,low,B,18.77,22.54,2.79
1.47,115.1,79.22,1853.0,9.93,276.94,90.52,0.716,72.62,1,tear,critical,D,78.24,42.75,3.59
2.32,110.4,82.19,1566.0,16.67,275.27,77.91,0.666,77.3,1,joint_rupture,high,F,47.54,52.5,6.05
4.09,108.07,58.36,3710.0,9.7,234.8,64.27,0.42,51.54,0,splice_wear,medium,C,26.44,15.73,4.13
4.71,76.28,38.99,2993.0,3.81,156.66,49.27,0.166,6.45,0,none,low,A,16.2,13.03,2.43
4.26,75.08,29.49,1843.0,5.92,187.48,64.95,0.355,12.79,0,none,low,B,17.62,16.0,3.16
3.88,93.17,61.64,2167.0,8.87,206.0,75.86,0.391,47.9,0,splice_wear,low,C,24.03,28.44,4.3
5.37,71.03,48.21,2718.0,5.04,180.71,55.85,0.361,10.37,0,none,low,B,13.23,17.74,2.79
3.05,73.96,42.12,2934.0,3.91,161.46,55.24,0.207,12.39,0,none,low,B,24.25,14.36,2.42
0.71,126.71,71.79,1693.0,10.26,296.95,79.73,0.719,60.64,0,bearing_failure,high,D,178.47,42.42,3.46
5.0,88.83,43.31,2475.0,2.83,180.05,56.57,0.123,17.06,0,none,low,B,17.75,17.5,1.57
3.56,76.96,31.97,3303.0,1.85,220.63,58.16,0.36,11.85,0,none,low,B,21.61,9.68,0.84
3.61,88.78,53.94,3140.0,8.03,221.93,61.37,0.497,42.1,0,splice_wear,medium,C,24.6,17.18,3.62
2.61,102.96,84.84,1280.0,10.47,306.85,79.51,0.763,64.86,1,tear,critical,D,39.45,66.25,3.41
2.76,100.25,65.42,1793.0,15.04,312.61,76.14,0.798,81.62,0,bearing_failure,critical,F,36.35,36.49,4.81
3.56,86.05,48.92,1914.0,4.56,209.39,56.46,0.369,24.16,0,none,low,B,24.18,25.56,2.18
4.63,86.56,36.88,2134.0,5.67,213.2,47.63,0.136,23.06,0,none,low,B,18.7,17.29,2.66
4.72,75.67,28.77,1619.0,2.87,156.21,58.72,0.294,9.34,0,none,low,A,16.03,17.77,1.84
3.36,97.21,53.62,3936.0,8.41,218.91,73.21,0.399,29.4,0,splice_wear,low,C,28.93,13.62,3.84
5.17,79.67,35.7,3496.0,3.41,214.42,63.51,0.378,2.12,0,none,low,A,15.4,10.21,1.59
4.92,84.07,40.31,1832.0,2.41,191.71,51.38,0.163,2.19,0,none,low,A,17.09,22.0,1.25
4.92,87.97,29.01,1907.0,3.8,175.81,63.93,0.335,22.29,0,none,low,B,17.87,15.21,2.16
3.88,85.15,29.96,1519.0,1.09,182.6,50.25,0.147,15.38,0,none,low,B,21.95,19.72,0.59
3.59,88.59,63.68,2584.0,9.39,216.98,74.51,0.363,35.25,0,edge_damage,medium,C,24.66,24.65,4.33
1.51,129.15,71.62,1964.0,10.77,313.32,75.28,0.773,76.08,1,splice_failure,high,F,85.26,36.47,3.44
3.26,81.45,36.27,2655.0,3.19,151.39,67.86,0.263,11.84,0,none,low,B,24.99,13.66,2.11
2.88,109.24,50.22,3598.0,6.36,201.99,69.31,0.359,51.52,0,edge_damage,medium,C,37.95,13.96,3.15
4.1,104.25,58.38,3665.0,7.87,227.96,71.46,0.389,31.39,0,edge_damage,low,C,25.43,15.93,3.45
3.99,93.86,48.17,1967.0,4.9,199.82,48.55,0.207,4.44,0,none,low,A,23.52,24.49,2.45
4.54,79.38,36.67,2579.0,1.44,209.1,54.24,0.244,24.36,0,none,low,B,17.49,14.22,0.69
4.62,79.81,47.67,3194.0,2.21,205.34,46.5,0.389,8.72,0,none,low,A,17.27,14.93,1.08
3.77,114.51,62.53,2321.0,7.74,220.91,67.82,0.401,36.76,0,splice_wear,low,C,30.41,26.95,3.5
3.7,77.22,44.25,1559.0,2.9,182.6,56.16,0.301,9.24,0,none,low,A,20.89,28.38,1.59
5.21,94.53,28.44,2593.0,2.71,172.16,52.72,0.292,4.77,0,none,low,A,18.14,10.97,1.57
3.15,107.97,45.33,2864.0,6.78,220.29,66.07,0.309,30.32,0,abrasion,medium,C,34.26,15.83,3.08
3.42,94.35,41.82,2401.0,1.39,203.57,48.17,0.301,24.48,0,none,low,B,27.61,17.42,0.68
3.54,85.63,39.28,2566.0,3.39,203.9,58.15,0.396,20.65,0,none,low,B,24.22,15.31,1.66
4.81,75.36,45.21,1795.0,3.37,213.25,51.44,0.351,16.1,0,none,low,B,15.65,25.19,1.58
4.06,93.15,32.79,2887.0,4.54,223.8,61.4,0.275,22.56,0,none,low,B,22.95,11.36,2.03
0.58,111.21,75.8,1427.0,11.87,260.11,86.06,0.643,68.85,1,tear,high,D,191.26,53.13,4.56
4.56,73.82,46.59,1892.0,5.66,170.05,61.88,0.185,7.94,0,none,low,A,16.2,24.63,3.33
4.87,83.92,47.42,2115.0,4.46,210.24,48.48,0.22,12.07,0,none,low,B,17.23,22.43,2.12
3.81,87.16,32.75,2919.0,5.68,195.22,59.06,0.121,21.61,0,none,low,B,22.91,11.22,2.91
4.54,94.48,41.1,2949.0,3.23,154.83,63.34,0.11,17.52,0,none,low,B,20.82,13.94,2.08
5.16,73.94,39.31,2694.0,3.29,177.26,55.76,0.193,10.95,0,none,low,B,14.34,14.59,1.85
4.42,75.95,49.75,2502.0,1.97,188.17,64.93,0.107,16.99,0,none,low,B,17.2,19.89,1.05
3.42,90.44,36.12,2088.0,5.14,201.08,65.66,0.289,18.52,0,none,low,B,26.41,17.3,2.56
4.05,103.41,46.39,3017.0,5.41,244.16,69.84,0.586,31.41,0,abrasion,medium,C,25.52,15.38,2.22
4.81,88.06,45.93,3207.0,1.39,177.46,60.8,0.25,4.77,0,none,low,A,18.32,14.32,0.78
4.02,79.75,45.81,2315.0,1.13,154.65,64.69,0.388,17.21,0,none,low,B,19.85,19.79,0.73
5.35,86.57,46.58,3032.0,2.9,188.3,49.28,0.188,19.45,0,none,low,B,16.19,15.36,1.54
1.66,102.6,61.42,1249.0,13.17,292.64,75.13,0.995,73.83,1,splice_failure,high,F,61.7,49.17,4.5
3.98,76.72,49.66,3208.0,5.65,213.1,55.5,0.162,5.2,0,none,low,A,19.27,15.48,2.65
4.37,93.0,49.82,2075.0,4.49,197.77,56.25,0.3,9.28,0,none,low,A,21.3,24.01,2.27
2.39,107.27,64.21,1273.0,15.9,315.72,83.55,0.887,77.88,1,tear,high,D,44.97,50.44,5.04
1.05,123.94,65.34,1121.0,11.1,286.05,81.44,0.577,77.22,1,splice_failure,critical,D,118.2,58.31,3.88
4.65,93.99,30.2,2465.0,1.25,189.96,50.8,0.373,9.96,0,none,low,A,20.22,12.25,0.66
5.15,94.59,39.08,2412.0,1.38,151.02,59.0,0.12,9.51,0,none,low,A,18.36,16.21,0.91
4.54,80.64,30.79,2093.0,3.85,202.54,55.63,0.341,2.81,0,none,low,A,17.77,14.71,1.9
3.11,83.4,43.54,1761.0,4.19,188.16,67.71,0.315,16.44,0,none,low,B,26.81,24.72,2.23
5.49,94.51,39.84,2410.0,3.31,184.27,57.22,0.182,23.17,0,none,low,B,17.2,16.53,1.8
5.11,81.88,43.8,2174.0,4.12,189.87,53.44,0.364,2.82,0,none,low,A,16.04,20.15,2.17
3.49,91.53,33.58,2767.0,1.83,182.39,65.69,0.15,16.58,0,none,low,B,26.26,12.14,1.0
4.04,83.52,40.7,2705.0,4.2,171.74,54.23,0.111,19.22,0,none,low,B,20.68,15.05,2.45
2.9,86.26,64.41,3614.0,6.8,228.91,65.26,0.479,50.11,0,splice_wear,medium,C,29.72,17.82,2.97
4.56,81.56,48.58,2284.0,3.01,202.06,57.12,0.212,24.74,0,none,low,B,17.9,21.27,1.49
3.69,91.61,28.07,1903.0,3.95,163.0,67.67,0.239,14.93,0,none,low,B,24.8,14.76,2.42
3.72,85.37,40.09,3069.0,2.35,202.28,51.69,0.276,15.13,0,none,low,B,22.93,13.06,1.16
4.37,70.3,39.03,2895.0,1.36,225.1,55.55,0.382,2.68,0,none,low,A,16.08,13.48,0.61
3.42,113.14,49.65,2070.0,8.97,235.75,69.25,0.31,47.86,0,edge_damage,medium,C,33.05,23.99,3.8
4.77,75.81,47.38,2575.0,5.29,171.68,62.38,0.272,1.21,0,none,low,A,15.9,18.4,3.08
